id,source_situation,source_emotion_big,source_emotion_small,source_dialogue,diary,summary
train_334,"연애,결혼,출산",불안,조심스러운,우리 아이가 몸이 허약해서 항상 조마조마해. 아이 걱정 때문에 불안하시군요. 태어날 때부터 건강하지 못했거든. 어떻게 하면 조금이라도 나아질까요? 정기적으로 건강검진을 받도록 하고 영양제를 챙겨 먹이면 좋아질 거야. 언니분과의 대화를 통해 불안감이 해소되면 좋겠네요.,오늘 아이가 몸이 허약해서 걱정이 많이 됐어. 태어날 때부터 건강하지 못했거든. 그래서 정기적으로 건강검진도 받고 영양제도 챙겨 먹이려고 해. 언니랑 이야기하면서 불안한 마음이 조금 해소되면 좋겠어.,1. 아이가 소파에 앉아 조용히 책을 읽고 있다. 2. 작은 손으로 책장을 넘기며 집중하는 모습이 귀엽다. 3. 방 안은 따뜻한 햇살이 비추고 있어 아늑한 분위기를 만든다.
train_336,"대인관계(부부, 자녀)",불안,스트레스 받는,아직 유치원생인 아들이 내가 아끼던 골프채를 망가뜨려서 화낼 수도 없고 난감하네. 골프채를 망가뜨렸는데 아들에게 화낼 수도 없는 상황이셔서 답답하시겠네요. 아들이 평소에 조심성도 없고 아빠의 무서움을 모르는 것 같아. 이 상황을 변화시키기 위해서는 어떻게 해야 할까요? 버릇도 고칠 겸 따끔하게 혼내줘야 할 것 같아. 일단은 참아야겠다고 생각하시는군요.,"오늘 아들이 내가 아끼던 골프채를 망가뜨렸어. 화내고 싶지만, 아직 유치원생인 아들에게는 그럴 수가 없더라. 아들이 조심성이 없고 아빠의 무서움을 모르는 것 같아. 어떻게 해야 할지 고민이 많아지네. 일단은 참아야겠다고 생각했어.","1. 아들이 골프채를 망가뜨린 후, 난감한 표정을 짓고 있다.  
2. 아들의 장난기 가득한 모습이 방 안을 가득 채운다.  
3. 부모의 마음속에 복잡한 감정이 얽혀 있다."
train_338,"대인관계(부부, 자녀)",불안,혼란스러운,아들이 여자보다 남자가 더 좋다고 말해서 너무 혼란스러워. 아들이 여자보다 남자가 더 좋다고 말해서 혼란스러우시군요. 아들을 어떻게 대해야 할지 모르겠어. 아들이 떠나갈까 불안해. 아들에게 뭐라 말하면 좋을까요? 아들에게 이상한 게 아니라 말해줘야겠어. 아들과 함께 즐거운 외출이 되었으면 좋겠어요.,"아들이 여자보다 남자가 더 좋다고 하더니, 나를 혼란스럽게 하네. 어떻게 대해야 할지 고민이 많아. 아들이 떠나갈까 불안한 마음도 드는 걸. 그래도 아들과 함께 즐거운 외출이 되었으면 좋겠어.",1. 아들이 나에게 여자보다 남자가 좋다고 말하며 혼란스러운 표정을 짓고 있다. 2. 아들의 작은 손이 내 손을 꼭 잡고 있다. 3. 함께 나가려는 기대감이 두 사람의 얼굴에 번져 있다.
train_341,"대인관계(부부, 자녀)",상처,억울한,딸이 자기를 사랑하지 않는다고 말해서 억울했어. 그런 말을 들어서 억울했겠군요. 내가 딸에게 애정표현을 잘 안 해줬나 하는 생각에 상처받았어. 어떻게 하면 괜찮아질 수 있을까요? 앞으로는 딸에게 매일 사랑한다고 말해야겠어. 따님에게 오해라는 점을 설명하려고 하시는군요.,"오늘 딸이 자기를 사랑하지 않는다고 해서 마음이 아팠어. 내가 사랑한다고 자주 말해주지 않아서 그런가 싶기도 하고, 그래서 앞으로는 매일 사랑한다고 꼭 말해줘야겠어. 딸이 오해하지 않도록 더 애정 표현을 많이 해줘야겠다.",1. 딸이 나를 바라보며 서운한 표정을 짓고 있다. 2. 작은 손이 내 손을 꼭 잡고 있다. 3. 방 안의 따뜻한 분위기가 서로의 마음을 감싸고 있다.
train_342,"대인관계(부부, 자녀)",상처,억울한,딸이 내가 씻지 않아서 몸에서 냄새가 난다고 생각해. 따님께서 씻지 않아서 몸에 냄새가 난다고 생각하는군요. 사실이 아닌데 그렇게 오해해서 속상해. 어떻게 해야 기분이 나아지겠어요? 딸에게 씻지 않아서 생긴 냄새가 아니라고 설명할 거야. 건강하게 출산할 수 있기를 바라고 있군요.,"딸이 나한테 씻지 않아서 냄새가 난다고 하더라. 사실은 그렇지 않은데, 그런 오해를 하니까 속상해. 그래서 딸한테 씻지 않아서 생긴 냄새가 아니라고 잘 설명해주기로 했어. 건강하게 자라길 바라는 마음이야.","1. 딸이 나를 바라보며 씻지 않아서 냄새가 난다고 말하고 있다.  
2. 나는 딸에게 진지하게 설명하며 속상한 마음을 전하고 있다.  
3. 따뜻한 햇살이 방 안을 가득 채우고 있다."
train_345,"대인관계(부부, 자녀)",당황,부끄러운,딸의 그림일기에 내가 가장 무서운 사람으로 그려져 있어서 부끄러운 마음이 들었어. 딸의 그림일기를 보고 부끄러운 마음이 드셨군요. 내가 딸에게 잘 못 해준 것 같아서 마음이 좋지 않았어. 힘드셨겠어요. 현재에 감정에서 벗어나려면 어떻게 하면 좋을까요? 딸과 이야기를 해보고 딸에게 무섭지 않게 잘 대해줘야겠어. 문자로 사랑한다는 마음이 잘 전해졌으면 좋겠네요.,"오늘 딸의 그림일기를 보다가 깜짝 놀랐어. 내가 제일 무서운 사람으로 그려져 있더라. 부끄럽기도 하고, 마음이 아프기도 했어. 딸에게 더 잘해줘야겠다는 생각이 들었어. 문자로 사랑한다고 전해주고 싶어.",1. 딸이 그린 그림일기 속에서 내가 무서운 모습으로 그려져 있다. 2. 딸의 그림을 보며 부끄러운 마음이 드는 엄마의 표정이 떠오른다. 3. 따뜻한 감정이 담긴 문자 메시지를 보내고 싶어하는 마음이 느껴진다.
train_347,"대인관계(부부, 자녀)",당황,부끄러운,우리 딸이 맨날 나만 보면 돼지라고 놀려서 속상해. 따님이 돼지라고 놀려서 속상하시겠어요. 집에서만 그러면 상관없는데 밖에서도 돼지라고 부를 때 너무 부끄러워. 어떻게 해야 이 문제를 해결할 수 있을까요? 딸한테 밖에서 그렇게 부르지 말라고 주의를 줘야겠어. 정말 싫다고. 울음 참기 교육을 시키려 하시는군요.,"오늘 딸이 밖에서 나를 돼지라고 부르더라. 너무 부끄러워서 어떻게 해야 할지 고민했어. 집에서는 장난으로 하는 건 괜찮은데, 밖에서는 좀 심하네. 그래서 딸한테 조심하라고 말해줬어. 앞으로는 그렇게 부르지 않았으면 좋겠어.",1. 딸이 공원에서 나를 돼지라고 부르며 웃고 있다. 2. 주변 사람들이 우리를 쳐다보며 미소 짓고 있다. 3. 나는 부끄러움에 얼굴이 빨개져 있다.
train_349,"대인관계(부부, 자녀)",당황,혼란스러운,아들과 치과에 갔는데 치료비가 너무 많이 나왔어. 치료비가 많이 나왔군요. 양치질을 잘하라고 그렇게 얘기했는데 말을 잘 안 들어. 지금 상황에서 해볼 만한 일이 뭐가 있을까요? 규칙적으로 닦게끔 옆에서 교육을 시켜야겠어. 아들 덕분에 행복한 시간을 보내셨군요.,"오늘 아들과 치과에 갔는데 치료비가 너무 많이 나왔어. 양치질을 잘하라고 그렇게 얘기했는데, 아들이 잘 안 듣네. 앞으로는 규칙적으로 닦게끔 옆에서 교육해야겠어. 아들 덕분에 행복한 시간을 보냈다.",1. 아들이 치과 의자에 앉아 긴장한 표정을 짓고 있다. 2. 치료비 영수증이 테이블 위에 놓여 있다. 3. 엄마가 아들에게 양치질을 강조하며 다정하게 이야기하고 있다.
train_350,"대인관계(부부, 자녀)",기쁨,기쁨,오늘 가족끼리 간 놀이동산에서 아들을 두 시간 만에 찾았어. 아들을 잃어버렸다가 찾으셨다니 놀라셨겠어요. 아들을 찾았을 때는 다행이라는 안도감과 함께 너무 기뻤어. 앞으로는 이런 상황에 어떻게 해야 할까요? 그래도 앞으로는 아들을 잃어버리지 않게 잘 챙겨야겠어. 자식들이 부족함 없게 도와주려고 하시는군요.,"오늘 놀이동산에서 아들을 두 시간이나 찾지 못했어. 정말 깜짝 놀랐고, 아들을 찾았을 때는 안도감이 밀려왔어. 아들이 다시 내 곁에 있으니 너무 기뻤다. 앞으로는 이런 일이 없도록 더 잘 챙겨야겠어.","1. 놀이동산의 사람들 속에서 아들이 사라졌다가 다시 나타났다.  
2. 아들이 내 품에 돌아왔을 때의 안도감이 느껴진다.  
3. 주변의 소음 속에서도 아들의 존재가 얼마나 소중한지 깨닫는다."
train_355,"대인관계(부부, 자녀)",슬픔,실망한,우리 아들이 피아노 좀 잘 쳤으면 좋겠는데 재능이 없는 거 같아 속상해. 아들이 재능이 없는 것 같아 속상하시군요. 아들이 피아노 잘 치면 뒷받침 잘해주고 싶었는데 뜻대로 잘 안되네. 이 상황에서 할 수 있는 게 뭐가 있을까요? 아들이랑 이야기해 보고 계속 피아노를 할지 결정해야겠어. 딸과 대화를 잘 나누셨으면 좋겠어요.,"오늘 아들이 피아노 연습하는 모습을 보면서 속상한 마음이 들었어. 아들이 잘 치면 좋겠는데, 재능이 없는 것 같아서 마음이 아프네. 그래도 아들과 이야기해보고 계속 피아노를 할지 결정해야겠어. 아들이 피아노 앞에서 진지한 표정으로 연습하는 모습이 참 귀여워.",1. 아들이 피아노 앞에 앉아 진지한 표정으로 연습하고 있다. 2. 작은 손가락이 건반 위를 오가며 소리를 만들어낸다. 3. 방 안에 피아노 소리가 잔잔하게 퍼져나가고 있다.
train_357,"대인관계(부부, 자녀)",슬픔,후회되는,딸과 싸우다가 상처 주는 말을 해서 정말 후회돼. 상처 주는 말을 해서 후회가 되시는군요. 딸이 마음에 상처 입고 방에서 나오지 않고 있어. 지금의 상황을 변화시키기 위해 무엇을 해야 할까요? 딸에게 먼저 사과하고 이야기를 나눠봐야겠어. 딸을 응원하며 지켜보려고 하시는군요.,오늘 딸이랑 싸우다가 상처 주는 말을 해버렸어. 정말 후회돼. 딸이 방에 들어가서 나오지 않더라. 그래서 먼저 사과하고 이야기를 나눠보려고 해. 딸이 마음이 아프지 않게 잘 지켜봐야겠어.,1. 딸이 방 안에서 조용히 혼자 시간을 보내고 있다. 2. 방 안의 조명이 부드럽게 비추고 있다. 3. 엄마가 딸을 걱정하며 방 밖에서 기다리고 있다.
train_367,"대인관계(부부, 자녀)",당황,당황,애정표현을 잘 안 하던 아들이 갑자기 사랑한다고 말해서 너무 당황스러워. 아들이 갑자기 사랑한다고 말해서 많이 당황하셨나 봐요? 무슨 안 좋은 일이 있는 게 아닌지 걱정되네. 얘가 이럴 리가 없는데. 많이 걱정되는 거 같은데 어떻게 하면 그 기분이 나아질까요? 나도 아들에게 사랑한다고 말하고 반응이 어떤지 한번 지켜봐야겠어. 아들과 함께 좋은 시간을 보내셨으면 좋겠어요.,오늘 아들이 갑자기 사랑한다고 말했어. 너무 놀라서 뭐라고 대답해야 할지 한참 고민했지. 아들이 이렇게 표현하는 걸 보니 뭔가 특별한 기분이 드네. 나도 아들에게 사랑한다고 말해줘야겠어. 함께 좋은 시간을 보내고 싶어.,1. 아들이 사랑한다고 말하며 밝은 표정을 짓고 있다. 2. 엄마는 놀라움과 기쁨이 섞인 표정으로 아들을 바라보고 있다. 3. 따뜻한 햇살이 방 안을 가득 채우고 있다.
train_372,"대인관계(부부, 자녀)",기쁨,기쁨,딸이 다 컸나 봐. 내 생일이라고 선물로 미역국과 케이크를 만들어줬어. 따님 분의 선물에 감동을 받으셨나 보군요. 다 커서 이런 선물도 주고 오늘은 정말 기분이 좋네. 어떻게 딸에게 마음을 표현할까? 따님의 정성에 기쁘신가 보군요. 마음을 표현할 수 있는 대안은 무엇이 있을까요? 딸이 좋아하는 음식으로 가족들과 저녁에 외식을 해야겠어. 즐거운 여행이 되길 바라요.,"오늘은 내 생일이었어. 딸이 미역국과 케이크를 만들어줬는데, 정말 감동이었어. 이렇게 다 컸구나 싶고, 기분이 너무 좋더라. 딸이 좋아하는 음식으로 저녁에 외식하기로 했어. 가족과 함께하는 시간이 더 소중하게 느껴져.",1. 딸이 정성스럽게 만든 미역국과 케이크가 식탁에 놓여 있다. 2. 따뜻한 미역국의 김이 모락모락 피어오른다. 3. 가족이 함께 웃으며 저녁을 준비하는 모습이 따뜻하다.
train_373,"대인관계(부부, 자녀)",기쁨,기쁨,딸의 건강이 회복되어 이제 약을 안 먹어도 된대. 딸의 건강이 회복되어 기쁘시겠어요. 아파도 내색 없이 견뎌 낸 딸에게 고마워서 뭔가 선물을 해 주고 싶어. 어떤 선물이 딸에게 그 기쁨을 전할 수 있을까요? 그동안 바깥출입을 못 해봤으니 함께 여행을 가야겠어. 가족들과 여행하면서 행복하셨으면 좋겠어요.,딸이 건강이 회복됐다는 소식에 정말 기쁘다. 아파도 내색 없이 잘 견뎌준 딸에게 고마운 마음이 가득해. 그래서 뭔가 특별한 선물을 해주고 싶어. 오랜만에 가족과 함께 여행을 가서 행복한 시간을 보내면 좋겠어.,1. 딸이 건강을 되찾아 환한 미소를 짓고 있다. 2. 가족이 함께 여행을 계획하며 즐거운 대화를 나누고 있다. 3. 따뜻한 햇살 아래에서 행복한 순간을 기대하고 있다.
train_378,"대인관계(부부, 자녀)",슬픔,후회되는,딸이 몸이 불편한데 얼마 전에 나보고 소리를 지르면서 울더라. 조금 더 자세히 알고 싶어요. 내가 너무 엄하게 굴어서 자기는 기가 죽어 살아왔대. 그 말이 비수로 꽂혀서 너무 후회돼. 엄하게 군 자신이 후회가 되시겠어요. 지금 상황에서 할 수 있는 일이 없을까요? 일단 딸에게 상처 준 것에 대해 사과하려고 해. 올바른 식단과 운동으로 건강한 생활을 즐기시길 바라요!,"오늘 딸이 몸이 불편하다고 울더라. 그 모습이 너무 안쓰러워서 마음이 아팠어. 내가 너무 엄하게 굴었던 것 같아. 딸이 나한테 기가 죽어 살아왔다고 하니까, 그 말이 가슴에 비수처럼 꽂혔어. 그래서 지금은 딸에게 사과하려고 해. 앞으로는 더 따뜻하게 대해줘야겠어.",1. 딸이 아프다고 울며 나를 바라보고 있다. 2. 엄마의 마음이 아프고 후회로 가득 차 있다. 3. 따뜻한 분위기 속에서 서로의 마음을 나누려는 모습이 보인다.
train_388,"연애,결혼,출산",기쁨,감사하는,오늘 내 아이를 출산했어. 출산 후의 감정이 어떠신가요? 이렇게 건강하고 무사히 태어나줘서 정말 감사해. 아기가 건강하게 태어나서 감사한 마음이 드시는군요.,오늘 아기를 출산했어. 이렇게 건강하게 태어나줘서 정말 감사해. 아기가 내 품에 안겨서 조용히 숨 쉬는 모습이 너무 사랑스럽더라. 아기의 작은 손가락이 내 손가락을 감싸고 있는 걸 보니 마음이 따뜻해졌어.,1. 아기가 엄마 품에 안겨 조용히 숨을 쉬고 있다. 2. 작은 손가락이 엄마 손가락을 감싸고 있다. 3. 아기의 얼굴이 평온하게 잠들어 있다.
train_389,"연애,결혼,출산",기쁨,감사하는,이번에 아이 낳고 조리원에 있어 보니까 정말 감사하더라고. 어떤 부분이 감사하게 느껴지셨어요? 내가 직접 겪고 보니까 아이가 건강하게 출산하는 게 보통 일이 아니더라고. 아이가 건강하게 태어나서 감사함을 느끼셨군요. 주위 사람들을 보니까 출산할 때 아이한테 문제가 생기거나 큰일이 나는 경우가 꽤 있더라고. 정말 건강하게 태어난 것만으로도 충분한 것 같아. 건강하게 태어난 것만으로도 충분히 감사하다 느끼시는군요.,"조리원에서 아기를 보면서 정말 감사한 마음이 드네. 아이가 건강하게 태어난 게 얼마나 큰 기쁨인지 다시 한번 느꼈어. 주변에서 출산할 때 힘든 일들이 많다는 얘기를 듣고, 우리 아기가 이렇게 건강하게 태어난 것만으로도 정말 고마워. 아기를 안고 있으면 그저 행복해.",1. 아기가 조리원 침대에서 편안하게 누워 있다. 2. 엄마의 따뜻한 손길이 아기의 작은 손을 감싸고 있다. 3. 조리원 창문으로 들어오는 햇살이 아기의 얼굴을 부드럽게 비춘다.
train_390,"연애,결혼,출산",기쁨,기쁨,어제 자연분만으로 아기를 낳았어! 너무 기쁘고 행복해. 아이를 낳아서 기쁘시군요. 가족 모두가 한마음으로 기뻐하고 있어. 너무 행복해. 가족들도 기뻐하는군요. 얼른 퇴원해서 아이랑 놀고 싶어. 얼른 퇴원해서 아이랑 놀고싶으시군요.,어제 자연분만으로 아기를 낳았어! 너무 기쁘고 행복해. 가족 모두가 한마음으로 기뻐하고 있어. 얼른 퇴원해서 아기랑 놀고 싶어.,"1. 아기가 태어난 병원 침대 위에서 가족들이 기뻐하는 모습이 보인다.  
2. 따뜻한 햇살이 병실 창문을 통해 들어와 아기를 감싸고 있다.  
3. 가족들이 아기를 바라보며 환한 미소를 짓고 있다."
train_391,"연애,결혼,출산",기쁨,기쁨,드디어 아이를 낳았어. 아이를 낳으셨군요. 새로운 가족이 생겨서 기뻐. 새로운 가족이 생겨서 기쁘시군요. 혼내지 않고 잘 키울 거야. 아이를 잘 키울 생각이시군요.,드디어 아기를 낳았어. 새로운 가족이 생겨서 정말 기쁘네. 혼내지 않고 잘 키울 생각이야. 아기가 자라나는 모습을 보면서 매일매일 행복해질 것 같아.,1. 아기가 조용히 잠든 모습이 사랑스럽다. 2. 방 안은 따뜻한 분위기로 가득 차 있다. 3. 아기의 작은 손이 포근한 이불 위에 놓여 있다.
train_392,"연애,결혼,출산",기쁨,만족스러운,딸을 출산했는데 정말 예뻐. 내 아이지만 만족스러워. 아기가 예뻐서 만족스러우시군요. 예쁜 딸이랑 빨리 대화하고 싶어. 딸이랑 빨리 대화를 하고 싶으시군요. 얼른 컸으면 좋겠어. 얼른 컸으면 좋겠다고 생각하시는군요.,"오늘 딸이 태어났어. 정말 예쁘고 사랑스러워. 내 아이지만 이렇게 예쁜 아이가 태어나다니 믿기지가 않아. 얼른 컸으면 좋겠고, 대화도 나눠보고 싶어. 딸이랑 함께하는 날이 기다려져.",1. 아기가 조용히 잠들어 있는 모습이 사랑스럽다. 2. 작은 손가락이 주먹을 쥐고 있는 모습이 귀엽다. 3. 아기의 얼굴에 미소가 번지는 듯한 느낌이 든다.
train_393,"연애,결혼,출산",슬픔,실망한,내 아들이지만 가끔 보면 누굴 닮았나 싶어. 많이 속상하신 것 같아요. 어쩌다 그런 생각을 했는지 말해보시겠어요? 올해 들어 편식하기 시작하더니 오늘은 밥을 아예 안 먹겠다지 뭐야. 아이가 말을 듣지 않아서 실망스러우시겠어요. 좋은 방법이 있을까요? 앞으로 편식하면 아예 밥을 안 줘야겠어. 편식하면 밥을 안 주기로 결심하셨군요.,"오늘 아들이 편식 때문에 밥을 아예 안 먹겠다고 하더라. 가끔은 누굴 닮았나 싶기도 하고, 그런 모습이 속상하기도 해. 앞으로는 편식하면 아예 밥을 안 주기로 결심했어. 아이가 말을 잘 듣지 않아서 실망스럽기도 하고, 좋은 방법이 없을까 고민해봤어.","1. 아들이 밥을 거부하며 불만스러운 표정을 짓고 있다.  
2. 식탁 위에는 남겨진 밥그릇이 놓여 있다.  
3. 엄마는 아들의 행동을 보며 고민에 빠져 있다."
train_397,"대인관계(부부, 자녀)",불안,조심스러운,아들이 요즘 한창 인상을 쓰고 다니는데 대화를 하고 싶어서 안방으로 불렀어. 아들과 대화를 하고 싶으시군요. 표정이 좋지 않아서 조심스러우시겠어요. 아들에게 인상 쓰지 말라고 말해야 할지 고민 중이야. 말을 해야 할지 고민 중이시군요. 어떻게 하는 것이 가장 좋을 방법일까요? 인상을 쓰고 다니면 본인과 아들을 보는 사람들의 기분이 좋지는 않을 테니 말해야겠어. 상대방에게 잘 이야기하면 좋겠어요.,"요즘 아들이 인상을 쓰고 다니는 게 걱정이야. 그래서 안방으로 불러서 대화를 해봤어. 아들이 표정이 좋지 않아서 조심스러웠지만, 잘 이야기해보려고 했지. 인상을 쓰면 주변 사람들도 기분이 좋지 않을 테니까, 꼭 말해줘야겠어.",1. 아들이 안방에서 인상을 쓰고 있다. 2. 엄마가 아들을 불러서 대화를 시도하고 있다. 3. 방 안의 분위기가 조금 긴장감이 감돈다.
train_398,"대인관계(부부, 자녀)",불안,조심스러운,크리스마스 선물을 숨기고 없는 척하다가 아이들이 자는 사이에 몰래 줬어. 선물을 숨기셨군요. 들킬까 봐 불안하시겠어요. 아이들이 왜 없는 척했냐고 하면 뭐라고 해야 할지 고민 중이야. 어떤 말을 할지 고민 중이시군요. 아이들이 화나지 않을만한 방법이 뭐가 있을까요? 산타 할아버지가 와서 줬다고 해야지. 아이들이 잘 믿어줬으면 좋겠어요.,크리스마스 선물을 아이들이 자는 사이에 몰래 줬어. 선물을 숨기고 없는 척하느라 마음이 조마조마했지. 아이들이 화나지 않게 산타 할아버지가 줬다고 해야겠다고 생각했어. 아이들이 잘 믿어줬으면 좋겠어.,"1. 크리스마스 선물이 조용히 숨겨져 있다.  
2. 아이들이 잠든 방 안은 고요하고 따뜻하다.  
3. 작은 선물들이 크리스마스의 기대감을 더해준다."
train_400,"대인관계(부부, 자녀)",분노,짜증내는,오늘 딸이 머리를 감고 머리카락을 치우지 않았어. 어쩜 좋을까? 딸이 머리를 감고 머리카락을 치우지 않아 속상하시군요. 딸 버릇을 고칠 수 있는 좋은 방법이 없을까? 어떤 방법이 최고의 방법이라 생각하세요? 딸한테 선물을 주면서 다시한번 이야기를 해보려고 해. 딸과의 대화로 잘 해결됐으면 좋겠어요.,"오늘 딸이 머리를 감고 나서 머리카락을 치우지 않았어. 그래서 속상했지만, 딸한테 선물을 주면서 다시 이야기해보려고 해. 딸이 잘 이해했으면 좋겠어. 우리 딸이 버릇을 고칠 수 있도록 도와주고 싶어.",1. 딸이 머리를 감고 나서 물기가 있는 머리카락을 흩뿌리고 있다. 2. 작은 손으로 머리카락을 만지작거리는 모습이 귀엽다. 3. 엄마가 딸에게 선물을 주며 대화를 나누고 있다.
train_401,"대인관계(부부, 자녀)",분노,툴툴대는,아들에게 어제 방 청소를 하라고 잔소리를 했어. 그런데 마음이 안 좋아. 잔소리를 하셨군요. 마음이 많이 쓰이셨겠어요. 맞아 나는 이렇게 마음이 쓰이는 건 알까 아들이? 그래도 미안하다고 사과를 할까? 미안하다고 사과를 하실지 고민 중이시군요. 어떻게 하는 것이 좋은 방법일까요? 아무래도 사과를 하고 다시 잘 풀어야겠어. 내가 심했던 것 같아. 사과를 하실 생각이시군요. 좋은 관계로 다시 회복되길 바랄게요.,"어제 아들에게 방 청소하라고 잔소리를 했어. 그게 마음에 걸려서 오늘도 계속 생각나네. 아들이 내 마음을 알까? 미안하다고 사과해야 할까 고민 중이야. 그래도 아들과의 관계가 소중하니까, 사과하고 다시 잘 지내야겠어.","1. 아들이 방 청소를 하라고 잔소리 듣고 조금 찡그린 표정을 짓고 있다.  
2. 엄마는 아들에게 미안하다고 사과할 생각에 마음이 무겁다.  
3. 따뜻한 햇살이 방 안으로 들어와 두 사람의 대화를 감싸고 있다."
train_402,"대인관계(부부, 자녀)",분노,툴툴대는,딸이 원래 통금시간보다 늦게 들어오고 싶다며 툴툴댔어. 말투만 고치면 들어줄 텐데 짜증이나. 따님 말투 때문에 짜증이 나셨군요. 많이 신경 쓰이시겠어요. 응 신경이 많이 쓰여. 말투를 고쳐달라고 말해볼까? 직접 말투에 대하여 말씀하실지 고민 중이시군요. 어떻게 하는 편이 나을까요? 좋은 말투로 이야기를 해봐야겠어. 그래야 내 마음도 편할 것 같아. 잘 이야기 해보실 생각이시군요. 잘 해결되셨으면 좋겠네요.,"오늘 딸이 통금시간을 늦추고 싶다고 툴툴대더라. 말투가 좀 거슬리긴 했지만, 그래도 내 마음을 편하게 해주고 싶어서 잘 이야기해보려고 해. 딸이 좋은 말투로 이야기하면 서로 기분이 좋을 것 같아.","1. 딸이 통금시간을 늦추고 싶어 툴툴대고 있다.  
2. 엄마는 딸의 말투가 거슬리지만, 대화를 통해 해결하고 싶어 한다.  
3. 따뜻한 분위기 속에서 서로의 마음을 이해하려고 노력하는 모습이 보인다."
train_407,"대인관계(부부, 자녀)",당황,부끄러운,뷔페에 내가 좋아하는 과일이 많이 남아서 싸가려는데 딸이 창피하다고 하네. 좋아하는 과일 조금 싸가려는데 딸이 말려서 속상하셨겠어요. 보는 사람들도 별로 없었고 아주 조금만 가져가려고 한 거였어. 어떻게 하면 기분이 나아질까요? 지금 나의 속상한 마음을 알아주는 사람이 있었으면 좋겠어. 속상한 마음을 알아줄 수 있는 사람이 있었으면 좋겠어요.,"오늘 뷔페에 갔는데 내가 좋아하는 과일이 많이 남아 있었어. 그래서 조금 싸가려고 했더니 딸이 창피하다고 하더라. 나는 그냥 조금만 가져가고 싶었는데, 속상한 마음이 드는 건 어쩔 수 없네. 주변에 보는 사람도 별로 없었는데 말이야. 딸이 내 마음을 이해해줬으면 좋겠어.",1. 뷔페에서 과일이 가득 쌓여 있는 모습이 보인다. 2. 엄마가 과일을 싸려는 모습에 딸이 창피해하는 표정이 떠오른다. 3. 주변에는 손님들이 드문드문 앉아 있는 조용한 분위기다.
train_408,"대인관계(부부, 자녀)",상처,배신당한,애들이 다 그런가 안 싸운다 약속해놓고 또 싸워서 울고불고 난리야. 아이들이 또 싸웠다니 상처받으셨군요. 장난감 때문에 싸운 것 같아. 장난감 자동차를 한 개만 사줬거든. 아이들이 다시 싸우지 않기 위해선 어떻게 하는 게 좋을까요? 장난감을 두 개 사주거나 양보하는 것을 알려줘야겠어. 여러 방법들이 아이들과의 관계 회복에 도움이 되었으면 좋겠네요.,오늘 아이들이 장난감 자동차 하나 때문에 또 싸웠어. 약속해놓고도 울고불고 난리더라. 장난감이 하나밖에 없으니 서로 양보하는 게 쉽지 않지. 다음엔 장난감을 두 개 사주거나 양보하는 방법을 알려줘야겠어. 아이들이 다시는 싸우지 않았으면 좋겠다.,"1. 아이들이 장난감 자동차를 두고 다투고 있다.  
2. 울음소리가 방 안에 가득 차 있다.  
3. 장난감 하나를 두고 서로 양보하지 못하는 모습이 안타깝다."
train_410,"대인관계(부부, 자녀)",분노,성가신,우리 애들은 언제쯤 알아서 할는지. 무슨 일인지 자세히 말씀해주세요. 우리 애들이 아직 어려서 등하교 시켜줘야 하고 숙제도 옆에서 봐줘야 하고 준비물도 챙겼는지 확인해야 하고 어휴 신경 쓸게 왜 이리 많은지.  아이들을 챙겨주는 게 번거롭고 신경 쓰이는군요. 맞아. 사소한 것도 다 엄마 엄마 하면서 다해달라고 하니까 여간 성가신 게 아니야. 엄마를 많이 찾아 성가시군요. ,오늘도 애들이 알아서 해주길 바라면서 등하교 시켜줬어. 숙제도 옆에서 봐주고 준비물 챙기는 게 이렇게 힘든 줄 몰랐네. 애들이 엄마를 찾을 때마다 성가신 마음이 드는 건 어쩔 수 없나 봐. 그래도 애들이 필요로 할 때 곁에 있어주는 게 엄마의 역할이니까.,1. 아이들이 엄마를 찾으며 성가시게 애교를 부린다. 2. 숙제를 하며 집중하는 모습이 귀엽다. 3. 준비물을 챙기는 바쁜 손길이 분주하게 움직인다.
train_413,"연애,결혼,출산",슬픔,눈물이 나는,곧 출산을 앞두고 있어. 곧 출산을 앞두고 있으시군요. 맞아. 내 배 속에 있던 아기를 낳는다고 생각하니까 괜히 눈물이 나네. 아이를 낳는다는 생각에 눈물이 나시는군요.,"곧 아기를 낳게 된다는 생각에 마음이 복잡해. 내 배 속에서 자라고 있는 아기가 세상에 나올 준비를 하고 있겠지. 눈물이 나기도 하지만, 그만큼 기대도 돼. 아기를 처음 만나는 순간이 정말 기다려져.",1. 엄마의 배 속에서 아기가 자라고 있다. 2. 엄마의 눈가에 맺힌 눈물이 아기의 탄생을 기다리고 있다. 3. 아기를 만날 날이 가까워지며 마음이 설레고 있다.
